373	0
987	0
1978	0
2979	0
3618	0
4352	0
4793	0
5175	0
5725	0
6358	0
7397	0
7914	0
8387	0
9341	0
9965	0
141	1
747	1
1591	1
2707	1
3736	1
5623	1
6653	1
7745	1
8953	1
9760	1
249	2
409	2
612	2
769	2
998	2
1179	2
1413	2
1625	2
1770	2
1943	2
2142	2
2409	2
2637	2
2866	2
3053	2
3164	2
3393	2
3561	2
3756	2
3920	2
4116	2
4489	2
4640	2
4818	2
5050	2
5274	2
5433	2
5659	2
5834	2
6010	2
6172	2
6360	2
6580	2
6775	2
7072	2
7221	2
7459	2
7655	2
7777	2
7995	2
8147	2
8372	2
8602	2
8757	2
8956	2
9166	2
9427	2
9549	2
9753	2
9950	2
323	3
587	3
810	3
1300	3
1633	3
2016	3
2423	3
2913	3
3729	3
4077	3
4552	3
4929	3
5357	3
5917	3
6345	3
6561	3
6958	3
7227	3
7729	3
8201	3
8744	3
9051	3
9530	3
9924	3
130	4
672	4
980	4
1232	4
1843	4
2760	4
2986	4
3560	4
4203	4
5003	4
5906	4
6858	4
7202	4
7861	4
8556	4
8979	4
9442	4
9933	4
129	5
1222	5
3758	5
4513	5
5303	5
6741	5
7569	5
8823	5
9960	5
129	6
484	6
851	6
1129	6
1666	6
1953	6
2318	6
2642	6
3048	6
3596	6
3996	6
4322	6
4800	6
5175	6
5712	6
6211	6
6665	6
7266	6
7669	6
8005	6
8363	6
8712	6
9265	6
9661	6
134	7
329	7
592	7
757	7
1003	7
1287	7
1510	7
1798	7
1983	7
2233	7
2493	7
2759	7
2992	7
3255	7
3476	7
3760	7
4043	7
4306	7
4553	7
4797	7
5013	7
5232	7
5436	7
5671	7
5955	7
6099	7
6368	7
6655	7
6953	7
7151	7
7380	7
7697	7
7934	7
8143	7
8410	7
8718	7
8906	7
9148	7
9425	7
9658	7
9993	7
135	8
353	8
480	8
616	8
808	8
959	8
1142	8
1303	8
1468	8
1648	8
1808	8
2023	8
2257	8
2487	8
2654	8
2890	8
3025	8
3205	8
3426	8
3619	8
3765	8
3964	8
4198	8
4431	8
4549	8
4831	8
5077	8
5279	8
5544	8
5717	8
5886	8
6029	8
6255	8
6481	8
6646	8
6842	8
7036	8
7244	8
7484	8
7673	8
7862	8
