1595	0
2886	0
3854	0
5064	0
5913	0
8307	0
1188	1
2934	1
5824	1
949	2
9320	2
5212	3
6602	3
8929	3
2308	4
5503	4
2579	5
7047	5
8650	5
3180	6
1971	7
4285	7
6290	7
7466	7
8219	7
5812	8
7722	8
1641	9
3345	9
4644	9
9496	9
3041	10
7999	10
1711	11
5022	11
2090	12
3153	12
6589	12
4127	13
4725	13
7304	13
3192	14
5277	14
6910	14
950	15
1655	15
5869	15
7799	15
4616	16
1344	17
4410	17
5471	17
8050	17
8955	17
1468	18
3436	18
6099	18
859	19
3561	19
4563	19
5951	19
1652	20
2441	20
8645	20
3064	21
6110	21
8770	21
9739	21
1776	22
3662	22
7887	22
9053	22
2158	23
5753	23
1602	24
6140	24
7551	24
9222	24
1933	25
2613	25
7306	25
5571	26
7790	26
1726	27
3969	27
4967	27
9338	27
2159	28
6343	28
1894	29
6047	29
7124	29
2009	30
6142	30
8561	30
2569	31
7896	31
7211	32
831	33
1849	34
3363	34
7446	34
1200	35
2182	35
6587	35
7273	35
2628	36
9676	36
3543	37
6253	37
8411	37
9918	37
7269	38
9036	38
1416	39
4558	39
8344	39
9419	39
1755	40
3210	40
6759	40
8405	40
7941	41
4711	42
1485	43
4072	43
8794	43
9697	43
1065	44
7278	44
5520	45
8767	45
1083	46
2594	46
3674	46
5412	46
7286	46
8907	46
1318	47
5343	47
7444	47
1555	48
3420	48
1911	49
5173	49
9040	49
3997	50
4715	50
7393	50
9166	50
1838	51
3593	51
9750	51
9755	52
1309	53
3477	53
1278	54
3274	55
7104	55
3582	56
6705	56
1248	57
5103	58
6518	58
1991	59
2801	59
6197	59
3380	60
5610	60
6789	60
9624	60
994	61
2946	61
5419	61
6674	61
9901	61
1138	62
5433	62
8134	62
9630	62
7662	63
9964	63
5313	64
7021	64
7639	65
1037	66
3676	66
8325	66
9818	66
3587	67
5958	67
9376	67
1880	68
5826	68
1545	69
2882	69
5253	69
719	70
588	71
1283	71
2677	71
3812	71
5595	71
7061	71
8670	71
7368	72
6613	73
6316	74
7011	74
9360	74
3924	75
5043	75
8197	75
1080	76
3674	76
6943	76
1356	77
2662	77
4059	77
5409	77
9484	77
2301	78
5862	78
9243	78
7127	79
2624	80
7506	80
8780	80
989	81
2126	81
3538	81
6585	81
4393	82
8371	82
1822	83
4502	83
1450	84
8571	84
2537	85
5168	85
9611	85
4517	86
4212	87
9503	87
4093	88
5193	88
6895	88
4682	89
5765	90
7583	90
1799	91
2855	91
3760	91
4537	91
9488	91
3447	92
7470	92
8456	92
9309	92
3145	93
7426	93
8551	93
9490	93
1242	94
3876	94
4992	94
6733	94
7900	94
1638	95
2556	95
3578	95
4791	95
6130	95
2263	96
4774	96
7181	96
9504	96
4235	97
7150	97
3021	98
8142	98
2934	99
9026	99
4067	100
4748	100
6522	100
7659	100
5022	101
7070	101
8600	101
1952	102
3693	102
5690	102
6464	102
9244	102
2259	103
3872	103
7677	103
9022	103
9952	103
1164	104
2652	104
3753	104
5302	104
7626	104
8582	104
3038	105
6468	105
9691	105
1488	106
3477	106
4483	107
6587	107
8237	107
9635	107
3679	108
6157	108
1356	109
4461	109
5170	109
8771	109
712	110
2669	110
3769	110
7980	110
3914	111
5986	111
6917	111
8583	111
2219	112
7446	112
3692	113
5669	113
9298	113
1706	114
3514	114
4146	114
7932	114
9546	114
3399	115
5351	115
7203	115
3046	116
8813	116
1102	117
5289	117
7441	117
1665	118
2811	118
3864	118
5327	118
2703	119
7791	119
2224	120
6158	120
7844	120
3660	121
5111	121
7810	121
9538	121
2001	122
4775	122
2153	123
9292	123
868	124
3570	124
1508	125
2396	125
3373	125
6712	125
1087	126
2124	126
5181	126
7139	126
874	127
1947	127
6212	127
6872	127
7466	127
9119	127
9921	127
2495	128
3565	128
4386	128
6807	128
7614	128
9590	128
1361	129
2408	129
4126	129
9681	129
4357	130
8548	130
9265	130
3563	131
4522	131
8894	131
4123	132
4827	132
3941	133
1555	134
4703	134
8254	134
9349	134
1318	135
2623	135
4924	135
8845	135
1168	137
6148	137
3422	138
6309	138
7848	138
2781	139
6946	139
5243	140
7592	140
8436	140
923	141
3851	141
8627	141
1117	142
3900	142
6527	142
9007	142
1521	143
2682	143
3930	143
6856	143
8247	143
7372	144
1458	145
3051	145
5722	145
2202	146
4491	146
5948	146
6926	146
2544	147
4396	147
6331	147
2464	148
3342	148
4500	148
8790	148
5226	149
9192	149
2990	150
6225	152
7194	152
9081	152
1144	153
3300	153
5904	153
9461	153
819	154
1938	154
3912	154
5285	154
6680	154
8969	154
9819	154
1561	155
4542	155
8875	155
986	156
2396	156
4713	156
1227	157
3140	157
4301	157
4028	158
9325	158
3681	159
4637	159
5954	159
7853	159
2243	160
3857	160
5939	160
8187	160
6911	161
1819	162
5913	162
8620	162
6202	163
8383	163
854	164
2497	164
3457	164
4583	164
5995	164
2058	165
3062	165
4913	165
930	166
5863	166
8027	166
8805	166
3430	167
4860	167
7058	168
9956	169
2107	170
7828	170
9244	170
2190	171
8021	171
1661	172
5287	172
8082	172
8981	173
1199	174
4824	174
7676	174
3078	175
1493	176
4892	176
9685	176
1821	177
4053	177
8517	177
9432	177
3288	178
6139	178
7953	178
2085	179
7003	179
9656	179
1842	180
3265	180
8471	180
9262	180
1329	181
2162	182
3380	182
4133	182
7147	182
9204	182
3400	183
4900	183
7849	183
5890	184
1344	185
2711	185
4515	185
2231	186
8842	186
2790	187
4703	187
8290	187
9745	187
1672	188
3926	188
8285	188
9311	188
3773	189
6853	189
8268	189
2061	190
6802	190
7903	190
887	191
2542	191
4981	191
9593	191
3532	192
4860	192
6247	192
7750	192
1939	193
6531	193
9324	194
9850	194
6578	195
8395	195
2084	196
5887	196
9886	196
3665	197
5790	197
1628	198
2960	198
6572	198
7935	198
1651	199
5684	199
9448	199
786	200
3201	200
3849	200
6544	200
7851	200
1023	201
5729	201
6740	201
1487	202
1664	203
2941	203
4683	203
6659	203
9782	203
2727	204
5379	205
4825	206
6312	206
8231	206
1206	207
6420	207
8121	207
9326	207
1053	208
4608	209
7646	209
8274	209
2161	210
4111	210
6693	210
7832	210
3836	211
4780	211
5712	211
9476	211
4816	212
8176	212
9668	212
5551	213
8828	213
2869	214
4684	214
4514	215
5172	215
3244	216
4522	216
5462	216
5672	217
8105	217
8951	217
9532	217
1701	218
5475	218
6735	218
1838	219
7478	219
8382	219
1064	220
2303	220
4563	220
5973	220
8319	220
9465	220
3464	221
5316	221
2877	222
5598	222
8298	222
2174	223
3503	223
8867	223
6769	224
9223	224
2451	225
6395	225
8333	225
3488	226
4643	226
8570	226
5818	227
8908	227
9573	227
2214	228
3728	228
4354	228
6721	228
7851	228
9165	228
4953	229
7267	230
8831	230
9471	230
3278	231
6952	231
9580	231
1289	232
5354	232
1797	233
2609	233
6180	233
7572	233
1899	234
3831	234
7189	234
3972	236
5620	236
6673	236
8654	236
1349	237
2519	237
3006	237
7735	237
9671	237
2270	238
3244	238
5370	238
6567	238
7893	238
1970	239
7900	239
1267	240
2466	240
3414	240
5126	240
8328	240
895	241
3363	241
6533	241
8902	241
9888	241
4445	242
5396	242
6890	242
1153	243
3983	243
5588	243
8569	243
9364	243
3369	244
5078	244
8600	244
1942	245
4099	245
6528	245
8366	245
2610	246
6190	246
6487	247
9076	247
1050	248
1826	248
7073	248
8043	248
9685	248
1738	249
4516	249
5473	249
6878	249
9982	249
3129	250
4370	251
5422	251
6134	251
8247	251
9462	251
1726	252
8809	252
1794	253
2662	253
4020	253
6655	253
8421	253
1589	254
6491	254
8977	254
821	255
3973	255
6352	255
8223	255
2210	256
3574	256
4523	257
9181	257
1432	258
7795	258
8637	258
4681	259
8014	259
9752	259
1360	260
1954	261
5200	261
8950	261
3857	262
6577	262
8823	262
879	263
4094	263
5769	263
7124	263
9412	263
2049	264
4501	264
8083	264
1100	265
5267	265
7803	265
8634	265
818	266
3597	266
4915	266
1194	267
4860	267
7808	267
2281	268
3313	268
9954	268
4795	269
6497	269
3701	270
6598	270
9019	270
4874	271
8626	271
4374	272
5490	272
3134	273
5192	273
7147	273
8075	273
9264	273
7062	274
8354	274
9691	274
4586	275
6713	275
9912	275
1517	276
2176	276
3888	276
6011	276
7056	276
2966	277
1549	278
4255	278
7607	279
8368	279
6150	280
7887	280
3567	281
7875	281
9542	281
2668	282
9033	282
9794	282
2232	283
3564	283
4312	283
7674	283
711	284
1401	284
3767	284
4425	285
5526	285
7135	285
8768	285
910	286
2664	286
5708	286
9214	286
2472	287
9976	287
739	288
2855	288
6492	288
700	289
3233	289
4470	289
7007	289
8912	289
2421	290
4319	290
9163	290
7892	291
7196	292
8227	293
5177	294
7317	294
8510	294
1458	295
3057	295
7146	295
8962	295
3619	296
5411	296
9568	296
1453	297
3232	297
5424	297
3736	298
5163	298
6642	298
8891	298
9740	298
873	299
3513	299
5412	299
6479	299
7405	299
8622	299
1417	300
3742	300
8187	300
5555	301
9311	301
4284	302
9990	302
1919	303
7001	303
1715	304
3656	304
6404	304
4059	305
6855	305
8106	305
2184	306
